Country,RIC,Company Name,GICS Sector ,GICS Industry
China,603398.SS,Mubang High Tech Co Ltd,Consumer Discretionary,Leisure Products
China,603508.SS,Henan Thinker Automatic Equipment Co Ltd,Industrials,Machinery
China,603696.SS,Anji Foodstuff Co Ltd,Consumer Staples,Food Products
China,603778.SS,Guosheng Shian Technology Co Ltd,Industrials,Commercial Services & Supplies
China,603800.SS,Jiangsu Hongtian Technology Co Ltd,Energy,Energy Equipment & Services
China,603866.SS,Toly Bread Co Ltd,Consumer Staples,Food Products
China,603936.SS,Bomin Electronics Co Ltd,Information Technology,"Electronic Equipment, Instruments & Components"
China,603999.SS,DuZhe Publish&Media Co Ltd,Communication Services,Media
China,300490.SZ,Hnac Technology Co Ltd,Industrials,Electrical Equipment
China,300491.SZ,Shijiazhuang Tonhe Electronics Technologies Co Ltd,Industrials,Electrical Equipment
China,300492.SZ,Huatu Cendes Co Ltd,Industrials,Professional Services
China,300493.SZ,Shanghai Fortune Techgroup Co Ltd,Information Technology,Semiconductors & Semiconductor Equipment
China,300494.SZ,Hubei Century Network Technology Inc,Communication Services,Interactive Media & Services
China,300496.SZ,Thunder Software Technology Co Ltd,Information Technology,Software
China,002777.SZ,Sichuan Jiuyuan Yinhai Software Co Ltd,Information Technology,Software
China,002778.SZ,Jiangsu Zhongsheng Gaoke Environmental Co Ltd,Materials,Chemicals
China,002779.SZ,Zhejiang Zhongjian Technology Co Ltd,Consumer Discretionary,Household Durables
China,002780.SZ,Beijing Sanfo Outdoor Products Co Ltd,Consumer Discretionary,Specialty Retail
China,002782.SZ,Shenzhen Click Technology Co Ltd,Industrials,Electrical Equipment
China,002783.SZ,Hubei Kailong Chemical Group Co Ltd,Materials,Chemicals
China,002785.SZ,Xiamen Wanli Stone Stock Co Ltd,Materials,Construction Materials
China,002786.SZ,Shenzhen Silver Basis Technology Co Ltd,Industrials,Machinery
China,002787.SZ,Suzhou Hycan Holdings Co Ltd,Materials,Containers & Packaging
China,510560.SS,China Life AMP CSI 500 Index ETF,,
China,300497.SZ,Jiangxi Fushine Pharmaceutical Co Ltd,Health Care,Pharmaceuticals
China,159941.SZ,GF Nasdaq 100 ETF,,
China,512330.SS,CS CSI 500 Information Technology Index ETF,,
China,511830.SS,Huatai-PineBridge Money Market Fd C,,
China,510360.SS,GF CSI 300 Index ETF,,
China,510580.SS,E Fund CSI 500 Index ETF,,
China,184801.SZ,Penghua Qianhai Wanke REITs Closed Mixed Initiative Securities Investment Fund,,
China,002948.SZ,Bank of Qingdao Co Ltd,Financials,Banks
China,601155.SS,Seazen Holdings Co Ltd,Real Estate,Real Estate Management & Development
China,511900.SS,Fullgoal Income Money Market ETF H,,
China,511930.SS,ZhongRong Daily Trading Money Market Fund B,,
China,002936.SZ,Bank of Zhengzhou Co Ltd,Financials,Banks
China,001236.SZ,Holly Futures Co Ltd,Financials,Capital Markets
China,511960.SS,Harvest JiGou Money Market Fund H,,
China,603377.SS,Eastern Pioneer Driving School Co Ltd,Consumer Discretionary,Diversified Consumer Services
China,601900.SS,Southern Publishing and Media Co Ltd,Communication Services,Media
China,002788.SZ,Luyan Pharma Co Ltd,Health Care,Health Care Providers & Services
China,603608.SS,Topscore Fashion Co Ltd,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
China,300499.SZ,Guangzhou Goaland Energy Conservation Tech Co Ltd,Industrials,Machinery
China,300500.SZ,Tus-Design Group Co Ltd,Industrials,Professional Services
China,300501.SZ,HySum Flexibles Global Inc,Materials,Metals & Mining
China,002790.SZ,Xiamen R&T Plumbing Technology Co Ltd,Industrials,Building Products
China,603027.SS,Qianhe Condiment and Food Co Ltd,Consumer Staples,Food Products
China,603520.SS,Zhejiang Starry Pharmaceutical Co Ltd,Health Care,Pharmaceuticals
China,300503.SZ,Guangzhou Haozhi Industrial Co Ltd,Industrials,Machinery
China,511820.SS,Penghua TianLi ETF,,
China,603919.SS,Jinhui Liquor Co Ltd,Consumer Staples,Beverages
China,002789.SZ,Shenzhen Jianyi Decoration Group Co Ltd,Industrials,Professional Services
China,300505.SZ,Kunming Chuan Jin Nuo Chemical Co Ltd,Consumer Staples,Food Products
China,601020.SS,Tibet Huayu Mining Co Ltd,Materials,Metals & Mining
China,603861.SS,GuangZhou Baiyun Electric Equipment Co Ltd,Industrials,Electrical Equipment
China,300506.SZ,Shenzhen Minkave Technology Co Ltd,Industrials,Construction & Engineering
China,002792.SZ,Tongyu Communication Inc,Information Technology,Communications Equipment
China,002791.SZ,Guangdong Kinlong Hardware Products Co Ltd,Industrials,Building Products
China,603028.SS,Jiangsu Safety Group Co Ltd,Materials,Metals & Mining
China,603798.SS,Qingdao Copton Technology Co Ltd,Materials,Chemicals
China,300484.SZ,ShenZhen V&T Technologies Co Ltd,Industrials,Electrical Equipment
China,603868.SS,Shanghai Flyco Electrical Appliance Co Ltd,Consumer Staples,Personal Care Products
China,002793.SZ,Luoxin Pharmaceuticals Group Stock Co Ltd,Health Care,Pharmaceuticals
China,603701.SS,Zhejiang Dehong Automotive Electronic & Electrical Co Ltd,Consumer Discretionary,Automobile Components
China,300508.SZ,Shanghai Weihong Electronic Technology Co Ltd,Industrials,Electrical Equipment
China,603726.SS,Zhejiang Langdi Group Co Ltd,Industrials,Machinery
China,603029.SS,Shandong Swan Cotton Industrial Machinery Stock Co Ltd,Industrials,Machinery
China,002795.SZ,Yorhe Fluid Intelligent Control Co Ltd,Industrials,Machinery
China,300507.SZ,Jiangsu Olive Sensors High-Tech Co Ltd,Consumer Discretionary,Automobile Components
China,603528.SS,Duolun Technology Corp Ltd,Information Technology,"Electronic Equipment, Instruments & Components"
China,300511.SZ,Shanghai Xuerong Biotechnology Co Ltd,Consumer Staples,Food Products
China,603101.SS,Xinjiang Wuika Times Department Store Co Ltd,Consumer Discretionary,Broadline Retail
China,300510.SZ,Jilin Jinguan Electric Co Ltd,Industrials,Electrical Equipment
China,300509.SZ,Jiangsu Newamstar Packaging Machinery Co Ltd,Industrials,Machinery
China,002797.SZ,First Capital Securities Co Ltd,Financials,Capital Markets
China,603779.SS,Weilong Grape Wine Co Ltd,Consumer Staples,Beverages
China,603959.SS,Hunan Baili Engineering Sci & Tech Co Ltd,Industrials,Construction & Engineering
China,603339.SS,Square Technology Group Co Ltd,Industrials,Machinery
China,603822.SS,Zhejiang Jiaao Enprotech Stock Co Ltd,Materials,Chemicals
China,002798.SZ,D&O Home Collection Group Co Ltd,Industrials,Building Products
China,300512.SZ,Hangzhou Zhongya Machinery Co Ltd,Industrials,Machinery
China,002796.SZ,Suzhou Shijia Science & Technology Inc,Industrials,Machinery
China,601611.SS,China Nuclear Engineering & Construction Corp Ltd,Industrials,Construction & Engineering
China,603737.SS,Skshu Paint Co Ltd,Materials,Chemicals
China,300516.SZ,Hubei Jiuzhiyang Infrared System Co Ltd,Information Technology,"Electronic Equipment, Instruments & Components"
China,603131.SS,Shanghai Hugong Electric Group Co Ltd,Industrials,Machinery
China,002799.SZ,XiAn Global Printing Co Ltd,Materials,Containers & Packaging
China,300515.SZ,Hunan Sundy Science and Technology Co Ltd,Information Technology,"Electronic Equipment, Instruments & Components"
China,300513.SZ,Beijing E-techstar Co Ltd,Information Technology,Software
China,002800.SZ,Xinjiang Tianshun Supply Chain Co Ltd,Industrials,Air Freight & Logistics
China,603909.SS,C&D Holsin Engineering Consulting Co Ltd,Industrials,Professional Services
China,300517.SZ,Haibo Heavy Engineering Science and Technology Co Ltd,Industrials,Construction & Engineering
China,300518.SZ,Guangxi Xinxunda Technology Group Co Ltd,Communication Services,Entertainment
China,603958.SS,Harson Trading China Co Ltd,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
China,002802.SZ,Wuxi Honghui New Materials Technology Co Ltd,Materials,Chemicals
China,601966.SS,Shandong Linglong Tyre Co Ltd,Consumer Discretionary,Automobile Components
China,603016.SS,Wuxi New Hongtai Electrical Technology Co Ltd,Industrials,Electrical Equipment
China,300520.SZ,GuoChuang Software Co Ltd,Information Technology,Software
China,002805.SZ,Shandong Fengyuan Chemical Co Ltd,Materials,Chemicals
China,002801.SZ,Hangzhou Weiguang Electronic Co Ltd,Industrials,Electrical Equipment
China,603069.SS,Hainan Haiqi Transportation Group Co Ltd,Industrials,Ground Transportation
China,002803.SZ,Xiamen Jihong Technology Co Ltd,Communication Services,Media
China,300519.SZ,Zhejiang Xinguang Pharmaceutical Co Ltd,Health Care,Pharmaceuticals
China,300521.SZ,AMSKY Technology Co Ltd,Industrials,Machinery
China,300522.SZ,Suzhou Sunmun Technology Co Ltd,Materials,Chemicals
China,300523.SZ,Beijing Global Safety Technology Co Ltd,Information Technology,Software
China,002806.SZ,Guangdong Huafeng New Energy Technology Co Ltd,Industrials,Electrical Equipment
China,603663.SS,Sanxiang Advanced Materials Co Ltd,Materials,Chemicals
China,300525.SZ,Fujian Boss Software Corp,Information Technology,IT Services
China,603007.SS,Flower King Eco-Engineering Inc,Industrials,Commercial Services & Supplies
China,603322.SS,Super Telecom Co Ltd,Communication Services,Diversified Telecommunication Services
China,300529.SZ,Jafron Biomedical Co Ltd,Health Care,Health Care Equipment & Supplies
China,300527.SZ,China Harzone Industry Corp Ltd,Industrials,Machinery
China,300528.SZ,Omnijoi Media Corp,Communication Services,Entertainment
China,601811.SS,Xinhua Winshare Publishing and Media Co Ltd,Communication Services,Media
China,600977.SS,China Film Co Ltd,Communication Services,Entertainment
China,603569.SS,Beijing Changjiu Logistics Corp,Industrials,Ground Transportation
China,002808.SZ,Suzhou Goldengreen Technologies Ltd,Information Technology,"Electronic Equipment, Instruments & Components"
China,300531.SZ,Urovo Technology Co Ltd,Information Technology,"Electronic Equipment, Instruments & Components"
China,603159.SS,Shanghai Yahong Moulding Co Ltd,Materials,Chemicals
China,603843.SS,Zhengping Road & Bridge Construction Co Ltd,Industrials,Construction & Engineering
China,002807.SZ,Jiangsu Jiangyin Rural Commercial Bank Co Ltd,Financials,Banks
China,600936.SS,Guangxi Radio and Television Information Network Corp Ltd,Communication Services,Media
China,300530.SZ,Hunan Lead Power Technology Group Co Ltd,Materials,Chemicals
China,601595.SS,Shanghai Film Co Ltd,Communication Services,Entertainment
China,601997.SS,Bank of Guiyang Co Ltd,Financials,Banks
China,300532.SZ,New Trend International Logis-Tech Co Ltd,Information Technology,Software
China,300535.SZ,Sichuan Dowell Science and Technology Inc,Materials,Chemicals
China,300533.SZ,Shenzhen Bingchuan Network Co Ltd,Communication Services,Entertainment
China,603515.SS,Opple Lighting Co Ltd,Consumer Staples,Household Products
China,603031.SS,Anhui Anfu Battery Technology Co Ltd,Industrials,Electrical Equipment
China,603090.SS,Wuxi Hongsheng Heat Exchanger Manufacturing Co Ltd,Industrials,Machinery
China,300536.SZ,Wuhan Nusun Landscape Co Ltd,Industrials,Commercial Services & Supplies
China,300540.SZ,Sichuan Shudao Equipment & Technology Co Ltd,Industrials,Machinery
China,002810.SZ,Shandong Head Group Co Ltd,Materials,Chemicals
China,603977.SS,Jiangxi Guotai Group Co Ltd,Materials,Chemicals
China,002809.SZ,Guangdong Redwall New Materials Co Ltd,Materials,Chemicals
China,300537.SZ,Jiangsu Kuangshun Photosensitivity New-Material Stock Co Ltd,Materials,Chemicals
China,600908.SS,Wuxi Rural Commercial Bank Co Ltd,Financials,Banks
China,300538.SZ,Shenzhen Tongyi Industry Co Ltd,Industrials,Trading Companies & Distributors
China,169103.SZ,Orient Secure RuiXuan SHS Flexible and Hybrid Securities Investment Fund,,
China,603658.SS,Autobio Diagnostics Co Ltd,Health Care,Health Care Equipment & Supplies
China,300539.SZ,Ningbo Henghe Precision Industry Co Ltd,Materials,Chemicals
China,002811.SZ,Shenzhen Cheng Chung Design Co Ltd,Industrials,Construction & Engineering
China,601128.SS,Jiangsu Changshu Rural Commercial Bank Co Ltd,Financials,Banks
China,601163.SS,Triangle Tyre Co Ltd,Consumer Discretionary,Automobile Components
China,002812.SZ,Yunnan Energy New Material Co Ltd,Materials,Chemicals
China,300543.SZ,Shenzhen Longood Intelligent Electric Co Ltd,Information Technology,"Electronic Equipment, Instruments & Components"
China,603393.SS,Xinjiang Xintai Natural Gas Co Ltd,Utilities,Gas Utilities
China,603887.SS,Shanghai CDXJ Digital Technology Co Ltd,Industrials,Construction & Engineering
China,510810.SS,China Universal CSI Shanghai SOEs Index ETF,,
China,300534.SZ,Gansu Longshenrongfa Pharmaceutical Industry Co Ltd,Health Care,Pharmaceuticals
China,603067.SS,Hubei Zhenhua Chemical Co Ltd,Materials,Chemicals
China,300541.SZ,Beijing Advanced Digital Technology Co Ltd,Information Technology,IT Services
China,603189.SS,Shanghai Wondertek Software Co Ltd,Information Technology,Software
China,300542.SZ,Brilliance Technology Co Ltd,Information Technology,IT Services
China,601500.SS,Jiangsu General Science Technology Co Ltd,Consumer Discretionary,Automobile Components
China,300545.SZ,Shenzhen Liande Automatic Equipment Co Ltd,Industrials,Machinery
China,002813.SZ,Shenzhen RoadRover Technology Co Ltd,Consumer Discretionary,Automobile Components
China,002815.SZ,Suntak Technology Co Ltd,Information Technology,"Electronic Equipment, Instruments & Components"
China,300546.SZ,Shenzhen Emperor Technology Co Ltd,Information Technology,"Electronic Equipment, Instruments & Components"
China,300548.SZ,Broadex Technologies Co Ltd,Information Technology,Communications Equipment
China,300549.SZ,Jouder Precision Industry Kunshan Co Ltd,Industrials,Machinery
China,603816.SS,Jason Furniture Hangzhou Co Ltd,Consumer Discretionary,Household Durables
China,300547.SZ,Sichuan Chuanhuan Technology Co Ltd,Consumer Discretionary,Automobile Components
China,300551.SZ,Shanghai Guao Electronic Technology Co Ltd,Information Technology,"Technology Hardware, Storage & Peripherals"
China,300552.SZ,VanJee Technology Co Ltd,Information Technology,"Electronic Equipment, Instruments & Components"
China,002816.SZ,ShenZhen Hekeda Precision Cleaning Equipment Co Ltd,Industrials,Machinery
China,300555.SZ,Lootom Telcovideo Network Wuxi Co Ltd,Information Technology,Communications Equipment
China,002817.SZ,Anhui Huangshan Capsule Co Ltd,Materials,Chemicals
China,300550.SZ,Heren Health Co Ltd,Health Care,Health Care Technology
China,300553.SZ,Hangzhou Jizhi Mechatronic Co Ltd,Information Technology,"Electronic Equipment, Instruments & Components"
China,002818.SZ,Chengdu Fusen Noble-House Industrial Co Ltd,Consumer Discretionary,Specialty Retail
China,300559.SZ,Chengdu Jiafaantai Education Technology Co Ltd,Information Technology,Communications Equipment
China,300556.SZ,Silkroad Visual Technology Co Ltd,Industrials,Professional Services
China,300560.SZ,Zhong Fu Tong Group Co Ltd,Communication Services,Diversified Telecommunication Services
China,300557.SZ,Wuhan Ligong Guangke Co Ltd,Information Technology,"Electronic Equipment, Instruments & Components"
China,300558.SZ,Betta Pharmaceuticals Co Ltd,Health Care,Pharmaceuticals
China,002819.SZ,Beijing Oriental Jicheng Co Ltd,Information Technology,"Electronic Equipment, Instruments & Components"
China,002820.SZ,Tianjin Guifaxiang 18th Street Mahua Food Co Ltd,Consumer Staples,Food Products
China,002821.SZ,Asymchem Laboratories Tianjin Co Ltd,Health Care,Pharmaceuticals
China,300561.SZ,SGSG Science&Technology Co Ltd Zhuhai,Information Technology,"Electronic Equipment, Instruments & Components"
China,300562.SZ,Guangdong Transtek Medical Electronics Co Ltd,Health Care,Health Care Equipment & Supplies
China,300563.SZ,Shenyu Communication Technology Inc,Information Technology,Communications Equipment
China,300565.SZ,Shenzhen Kexin Communication Technologies Co Ltd,Information Technology,Communications Equipment
China,300566.SZ,Ningbo Exciton Technology Co Ltd,Materials,Chemicals
China,002823.SZ,Shenzhen Kaizhong Precision Technology Co Ltd,Industrials,Electrical Equipment
China,002822.SZ,Shenzhen Zhongzhuang Construction Group Co Ltd,Industrials,Construction & Engineering
China,300569.SZ,Qingdao Tianneng Heavy Industries Co Ltd,Industrials,Electrical Equipment
China,300567.SZ,Wuhan Jingce Electronic Group Co Ltd,Information Technology,"Electronic Equipment, Instruments & Components"
China,002825.SZ,Shanghai NAR Industrial Co Ltd,Industrials,Commercial Services & Supplies
China,300568.SZ,Shenzhen Senior Technology Material Co Ltd,Materials,Chemicals
China,002826.SZ,Tibet Aim Pharm Inc,Health Care,Pharmaceuticals
China,002827.SZ,Tibet GaoZheng Explosive Co Ltd,Materials,Chemicals
China,300570.SZ,T&S Communications Co Ltd,Information Technology,Communications Equipment
China,002828.SZ,Beiken Energy Group Co Ltd,Energy,Energy Equipment & Services
China,300572.SZ,Shenzhen Anche Technologies Co Ltd,Information Technology,"Electronic Equipment, Instruments & Components"
China,002831.SZ,ShenZhen YUTO Packaging Technology Co Ltd,Materials,Containers & Packaging
China,300573.SZ,Shenyang Xingqi Pharmaceutical Co Ltd,Health Care,Pharmaceuticals
China,300571.SZ,Hangzhou Anysoft Information Technology Co Ltd,Information Technology,Communications Equipment
China,002830.SZ,Shenzhen Mingdiao Decoration Co Ltd,Consumer Discretionary,Diversified Consumer Services
China,002829.SZ,Beijing StarNeto Technology Co Ltd,Information Technology,"Electronic Equipment, Instruments & Components"
China,300580.SZ,Wuxi Best Precision Machinery Co Ltd,Consumer Discretionary,Automobile Components
China,300575.SZ,Jiangsu Flag Chemical Industry Co Ltd,Materials,Chemicals
China,300576.SZ,Shenzhen Rongda Photosensitive & Technology Co Ltd,Materials,Chemicals
China,002832.SZ,BIEM.L.FDLKK Garment Co Ltd,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
China,002835.SZ,Shenzhen TVT Digital Technology Co Ltd,Information Technology,"Electronic Equipment, Instruments & Components"
China,300577.SZ,Anhui Korrun Co Ltd,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
China,002833.SZ,Guangzhou KDT Machinery Co Ltd,Industrials,Machinery
China,300581.SZ,XiAn ChenXi Aviation Technology Corp Ltd,Industrials,Aerospace & Defense
China,300582.SZ,Inventronics Hangzhou Inc,Industrials,Electrical Equipment
China,300579.SZ,BeiJing Certificate Authority Co Ltd,Information Technology,Software
China,002839.SZ,Jiangsu Zhangjiagang Rural Commercial Bank Co Ltd,Financials,Banks
China,300586.SZ,Malion New Materials Co Ltd,Materials,Chemicals
China,002837.SZ,Shenzhen Envicool Technology Co Ltd,Industrials,Machinery
China,002838.SZ,Shandong Dawn Polymer Co Ltd,Materials,Chemicals
China,300588.SZ,Xinjiang Sailing Information Technology Co Ltd,Information Technology,IT Services
China,300585.SZ,NanJing AoLian AE&EA Co Ltd,Consumer Discretionary,Automobile Components
China,300587.SZ,Zhejiang Tiantie Science & Technology Co Ltd,Materials,Chemicals
China,002840.SZ,Zhejiang Huatong Meat Products Co Ltd,Consumer Staples,Food Products
China,002836.SZ,Guangdong New Grand Long Packing Co Ltd,Materials,Containers & Packaging
China,300583.SZ,Shandong Sito Bio-technology Co Ltd,Health Care,Pharmaceuticals
China,300591.SZ,Guangdong Wanlima Industry Co Ltd,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
China,002824.SZ,Guangdong Hoshion Industrial Aluminium Co Ltd,Materials,Metals & Mining
China,300593.SZ,Beijing Relpow Technology Co Ltd,Industrials,Electrical Equipment
China,300589.SZ,Jianglong Shipbuilding Co Ltd,Industrials,Machinery
China,002842.SZ,Guangdong Xianglu Tungsten Co Ltd,Materials,Metals & Mining
China,300590.SZ,Queclink Wireless Solutions Co Ltd,Information Technology,Communications Equipment
China,300584.SZ,Nanjing Hicin Pharmaceutical Co Ltd,Health Care,Pharmaceuticals
China,300592.SZ,Huakai Yibai Technology Co Ltd,Consumer Discretionary,Diversified Consumer Services
China,300596.SZ,Rianlon Corp,Materials,Chemicals
China,002841.SZ,Guangzhou Shiyuan Electronic Technology Co Ltd,Information Technology,"Electronic Equipment, Instruments & Components"
China,002843.SZ,Bichamp Cutting Technology Hunan Co Ltd,Industrials,Machinery
China,300599.SZ,Guangdong Xiongsu Technology Group Co Ltd,Materials,Chemicals
China,300595.SZ,Autek China Inc,Health Care,Health Care Equipment & Supplies
China,300597.SZ,Jilin Jlu Communication Design Institute Co Ltd,Information Technology,IT Services
China,002845.SZ,Shenzhen TXD Technology Co Ltd,Information Technology,"Electronic Equipment, Instruments & Components"
China,300600.SZ,Changshu Guorui Technology Co Ltd,Industrials,Electrical Equipment
China,300598.SZ,ArcherMind Technology Nanjing Co Ltd,Information Technology,Software
China,300602.SZ,Shenzhen FRD Science & Technology Co Ltd,Industrials,Electrical Equipment
China,002846.SZ,Guangdong Enpack Packaging Co Ltd,Materials,Containers & Packaging
China,002847.SZ,Yankershop Food Co Ltd,Consumer Staples,Food Products
China,300606.SZ,Dongguan Golden Sun Abrasives Co Ltd,Materials,Paper & Forest Products
China,300603.SZ,Leon Technology Co Ltd,Information Technology,IT Services
China,300578.SZ,BizConf Telecom Co Ltd,Communication Services,Diversified Telecommunication Services
China,300601.SZ,Shenzhen Kangtai Biological Products Co Ltd,Health Care,Biotechnology
China,300605.SZ,HengFeng Information Technology Co Ltd,Information Technology,IT Services
China,002848.SZ,Gospell Digital Technology Co Ltd,Information Technology,Communications Equipment
China,300610.SZ,Yangzhou Chenhua New Material Co Ltd,Materials,Chemicals
China,300609.SZ,Winner Technology Co Inc,Information Technology,IT Services
China,300607.SZ,Guangdong Topstar Technology Co Ltd,Industrials,Machinery
China,300608.SZ,SI-TECH Information Technology Co Ltd,Information Technology,Software
China,002849.SZ,Zhejiang Viewshine Intelligent Meter Co Ltd,Information Technology,"Electronic Equipment, Instruments & Components"
China,300611.SZ,Zhejiang Meili High Technology Co Ltd,Consumer Discretionary,Automobile Components
China,300612.SZ,Shunya International Martech Beijing Co Ltd,Communication Services,Media
China,300615.SZ,Xdc Industries Shenzhen Ltd,Information Technology,"Electronic Equipment, Instruments & Components"
China,300613.SZ,Shanghai Fullhan Microelectronics Co Ltd,Information Technology,Semiconductors & Semiconductor Equipment
China,002850.SZ,Shenzhen Kedali Industry Co Ltd,Consumer Discretionary,Automobile Components
China,300616.SZ,Guangzhou Shangpin Home Collection Co Ltd,Consumer Discretionary,Household Durables
China,300617.SZ,Jiangsu Aukura Intelligent Power Co Ltd,Industrials,Electrical Equipment
China,300619.SZ,Foshan Golden Milky Way Intelligent Equipment Co Ltd,Industrials,Machinery
China,002851.SZ,Shenzhen Megmeet Electrical Co Ltd,Industrials,Electrical Equipment
China,300618.SZ,Nanjing Hanrui Cobalt Co Ltd,Materials,Metals & Mining
China,002852.SZ,Daodaoquan Grain and Oil Co Ltd,Consumer Staples,Food Products
China,300620.SZ,Advanced Fiber Resources Zhuhai Ltd,Information Technology,Communications Equipment
China,300621.SZ,Weiye Construction Group Co Ltd,Industrials,Professional Services
China,002853.SZ,Guangdong Piano Customized Furniture Co Ltd,Consumer Discretionary,Household Durables
China,300622.SZ,Doctorglasses Chain Co Ltd,Health Care,Health Care Equipment & Supplies
China,300623.SZ,Jiangsu JieJie Microelectronics Co Ltd,Information Technology,Semiconductors & Semiconductor Equipment
China,002856.SZ,Shenzhen Magic Design & Decoration Engineering Co Ltd,Industrials,Construction & Engineering
China,300625.SZ,Guangdong PAK Corporation Co Ltd,Industrials,Electrical Equipment
China,002855.SZ,Dongguan Chitwing Technology Co Ltd,Industrials,Machinery
China,300626.SZ,Huarui Electrical Appliance Co Ltd,Industrials,Electrical Equipment
China,300627.SZ,Shanghai Huace Navigation Technology Ltd,Information Technology,Communications Equipment
China,002774.SZ,IFE Elevators Co Ltd,Industrials,Machinery
China,300630.SZ,Hainan Poly Pharm Co Ltd,Health Care,Pharmaceuticals
China,002857.SZ,SMS Electric Co Ltd Zhengzhou,Information Technology,"Electronic Equipment, Instruments & Components"
China,300629.SZ,Guangdong King-Strong Technology Co Ltd,Industrials,Building Products
China,300631.SZ,Jiangsu Jiuwu Hi-Tech Co Ltd,Industrials,Commercial Services & Supplies
China,002858.SZ,Lisheng Sports Shanghai Co Ltd,Communication Services,Entertainment
China,002859.SZ,Zhejiang Jiemei Electronic and Technology Co Ltd,Materials,Containers & Packaging
China,300635.SZ,SinoDaan Co Ltd,Industrials,Construction & Engineering
China,300632.SZ,Xiamen Guang Pu Electronics Co Ltd,Industrials,Electrical Equipment
China,300633.SZ,SonoScape Medical Corp,Health Care,Health Care Equipment & Supplies
China,300636.SZ,Jiangxi Synergy Pharmaceutical Co Ltd,Health Care,Pharmaceuticals
China,002860.SZ,Hangzhou Star Shuaier Electric Appliance Co Ltd,Industrials,Electrical Equipment
China,300637.SZ,Zhejiang Yangfan New Materials Co Ltd,Materials,Chemicals
China,300639.SZ,Guangdong Hybribio Biotech Co Ltd,Health Care,Biotechnology
China,002861.SZ,YingTong Telecommunication Co Ltd,Industrials,Electrical Equipment
China,300638.SZ,Fibocom Wireless Inc,Information Technology,Communications Equipment
China,002862.SZ,Shifeng Cultural Development Co Ltd,Consumer Discretionary,Leisure Products
China,002863.SZ,Zhejiang Jinfei Kaida Wheel Co Ltd,Consumer Discretionary,Automobile Components
China,300641.SZ,Jiangsu Zhengdan Chemical Industry Co Ltd,Materials,Chemicals
China,300604.SZ,Hangzhou Changchuan Technology Co Ltd,Information Technology,Semiconductors & Semiconductor Equipment
China,300640.SZ,Profit Cultural and Creative Group Co Ltd,Consumer Discretionary,Household Durables
China,002865.SZ,Hainan Drinda New Energy Technology Co Ltd,Information Technology,Semiconductors & Semiconductor Equipment
China,002866.SZ,Jiangsu Transimage Technology Co Ltd,Information Technology,"Electronic Equipment, Instruments & Components"
China,300514.SZ,Shenzhen Friendcom Technology Development Co Ltd,Information Technology,Communications Equipment
China,300554.SZ,NanJing Sanchao Advanced Materials Co Ltd,Information Technology,Semiconductors & Semiconductor Equipment
China,002867.SZ,Chow Tai Seng Jewellery Co Ltd,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
China,002868.SZ,Lifecome Biochemistry Co Ltd,Health Care,Biotechnology
China,300642.SZ,Tellgen Corp,Health Care,Health Care Equipment & Supplies
China,300645.SZ,Zhengyuan Zhihui Group Co Ltd,Information Technology,IT Services
China,300648.SZ,Fujian Nebula Electronics Co Ltd,Industrials,Electrical Equipment
China,300647.SZ,Shenzhen Fluence Technology PLC,Information Technology,"Electronic Equipment, Instruments & Components"
China,300643.SZ,Hamaton Automotive Technology Co Ltd,Consumer Discretionary,Automobile Components
China,300650.SZ,Tecnon Electronics Co Ltd,Industrials,Electrical Equipment
China,002869.SZ,Shenzhen Genvict Technologies Co Ltd,Information Technology,"Electronic Equipment, Instruments & Components"
China,300649.SZ,Hangzhou Landscape Architecture Design Institute Co Ltd,Industrials,Professional Services
China,300651.SZ,Jiangsu Jinling Sports Equipment Co Ltd,Consumer Discretionary,Leisure Products
China,002870.SZ,Guangdong Senssun Weighing Apparatus Group Ltd,Information Technology,"Electronic Equipment, Instruments & Components"
China,300652.SZ,Hang Zhou Radical Energy-Saving Technology Co Ltd,Consumer Discretionary,Automobile Components
China,002871.SZ,Qingdao Weflo Valve Co Ltd,Industrials,Machinery
China,300653.SZ,Yantai Zhenghai Bio-Tech Co Ltd,Health Care,Biotechnology
China,002872.SZ,Tiansheng Pharmaceutical Group Co Ltd,Health Care,Pharmaceuticals
China,300657.SZ,Xiamen Hongxin Electronics Technology Group Inc,Information Technology,"Electronic Equipment, Instruments & Components"
China,300655.SZ,Crystal Clear Electronic Material Co Ltd,Materials,Chemicals
China,002873.SZ,Guiyang Xintian Pharmaceutical Co Ltd,Health Care,Pharmaceuticals
China,300659.SZ,Zhongfu Information Inc,Information Technology,Software
China,300656.SZ,Shenzhen MinDe Electronics Technology Ltd,Information Technology,"Electronic Equipment, Instruments & Components"
China,300658.SZ,Xiamen Yanjan New Material Co Ltd,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
China,002875.SZ,Annil Co Ltd,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
China,300660.SZ,Jiangsu Leili Motor Co Ltd,Industrials,Electrical Equipment
