Country,RIC,Company Name,GICS Sector ,GICS Industry
Bahrain,ALBH.BH,Aluminium Bahrain BSC,Materials,Metals & Mining
Bahrain,ZAIN.BH,Zain Bahrain BSC,Communication Services,Wireless Telecommunication Services
Bahrain,EBRIT.BH,Eskan Bank Realty Income Trust,Real Estate,Diversified REITs
Bahrain,UGHC.BH,United Gulf Holding Company BSC,Financials,Banks
Bahrain,APMTB.BH,APM Terminals Bahrain BSC,Industrials,Transportation Infrastructure
Bahrain,ABCB.BH,Arab Banking Corporation B S C,Financials,Banks
Bahrain,SOLID.BH,Solidarity Bahrain BSC,Financials,Insurance
Bahrain,ARIG.BH,Arab Insurance Group BSC,Financials,Insurance
Bahrain,BSRC.BH,Bahrain Ship Repairing and Engineering Co BSC,Industrials,Machinery
Bahrain,BEYON.BH,Beyon BSC,Communication Services,Diversified Telecommunication Services
Bahrain,BBKB.BH,Bank of Bahrain and Kuwait BSC,Financials,Banks
Bahrain,BCFC.BH,Bahrain Commercial Facilities Co BSC,Financials,Consumer Finance
Bahrain,BFMC.BH,Bahrain Flour Mills Co BSC,Consumer Staples,Food Products
Bahrain,GHG.BH,Gulf Hotel Group BSC,Consumer Discretionary,"Hotels, Restaurants & Leisure"
Bahrain,BISB.BH,Bahrain Islamic Bank BSC,Financials,Banks
Bahrain,BKIC.BH,Bahrain Kuwait Insurance Co BSC,Financials,Insurance
Bahrain,BMEB.BH,Bahrain Middle East Bank BSC,Financials,Capital Markets
Bahrain,BMMI.BH,Bmmi BSC,Consumer Discretionary,Distributors
Bahrain,BNHB.BH,Bahrain National Holding Company BSC,Financials,Insurance
Bahrain,CNCO.BH,Bahrain Cinema Co BSC,Communication Services,Entertainment
Bahrain,PARK.BH,Bahrain Car Parks Company (Amakin) BSC,Industrials,Commercial Services & Supplies
Bahrain,DUTY.BH,Bahrain Duty Free Shop Complex BSC,Consumer Discretionary,Specialty Retail
Bahrain,EICB.BH,Esterad Investment Company BSC,Financials,Capital Markets
Bahrain,FMLY.BH,Bahrain Family Leisure Co BSC,Consumer Discretionary,"Hotels, Restaurants & Leisure"
Bahrain,GFHB.BH,GFH Financial Group BSC,Financials,Capital Markets
Bahrain,ITHMR.BH,Ithmaar Holding BSC,Financials,Banks
Bahrain,NASS.BH,Nass Corporation BSC,Industrials,Construction & Engineering
Bahrain,NATB.BH,National Bank of Bahrain BSC,Financials,Banks
Bahrain,NHTL.BH,National Hotels Co BSC,Consumer Discretionary,"Hotels, Restaurants & Leisure"
Bahrain,DPCB.BH,Delmon Poultry Co BSC,Consumer Staples,Food Products
Bahrain,SALAM.BH,Al Salam Bank BSC,Financials,Banks
Bahrain,SEEF.BH,Seef Properties BSC,Real Estate,Real Estate Management & Development
Bahrain,SICO.BH,SICO BSC C,Financials,Capital Markets
Bahrain,TAKA.BH,Takaful International Co BSC,Financials,Insurance
Bahrain,INOV.BH,Inovest BSC Public,Real Estate,Real Estate Management & Development
Bahrain,GTFP.BH,Trafco Group BSC,Consumer Staples,Consumer Staples Distribution & Retail
Bahrain,UGIC.BH,United Gulf Investment Corporation BSC,Financials,Financial Services
Bahrain,KHALEEJI.BH,Khaleeji Bank BSC,Financials,Banks
Bahrain,ABRAAJ.BH,Al Abraaj Restaurants Group BSCC,Consumer Discretionary,"Hotels, Restaurants & Leisure"
Kuwait,SPEC.KW,Specialities Group Holding Company KPSC,Industrials,Industrial Conglomerates
Kuwait,MASKN.KW,Al Masaken International Real Estate Development Co KSCP,Real Estate,Real Estate Management & Development
Kuwait,DALQ.KW,Dalqan Real Estate Company KSCP,Real Estate,Real Estate Management & Development
Kuwait,ALEID.KW,Al Eid Food Company KSCPublic,Consumer Staples,Consumer Staples Distribution & Retail
Kuwait,MIDAN.KW,Al-Maidan Clinic for Oral Health Services Company KSCP,Health Care,Health Care Providers & Services
Kuwait,THURY.KW,Dar Al Thuraya Real Estate Co KSCP,Real Estate,Real Estate Management & Development
Kuwait,AMARF.KW,Amar Finance and Leasing Company KSCP,Real Estate,Real Estate Management & Development
Kuwait,WARBA.KW,Warba Capital Holding Company KSCP,Financials,Capital Markets
Kuwait,MARA.KW,Real Estate Trade Centers Company KSCP,Real Estate,Real Estate Management & Development
Kuwait,JIYAD.KW,Jiyad Holding Co KSCP,Consumer Discretionary,Diversified Consumer Services
Kuwait,ALIMK.KW,Alimtiaz Investment Group Co KSCP,Financials,Financial Services
Kuwait,WARB.KW,Warba Bank KSCP,Financials,Banks
Kuwait,ALMAN.KW,Al Manar Financing & Leasing Co KSCP,Financials,Consumer Finance
Kuwait,STC.KW,Kuwait Telecommunications Company KSCP,Communication Services,Wireless Telecommunication Services
Kuwait,MEZZ.KW,Mezzan Holding Company KSCP,Consumer Staples,Food Products
Kuwait,BOURSA.KW,Boursa Kuwait Securities Company KPSC,Financials,Capital Markets
Kuwait,AZNOULA.KW,Shamal Az-Zour Al-Oula Power and Water Company KSCP,Utilities,Independent Power and Renewable Electricity Producers
Kuwait,JTC.KW,Jassim Transport & Stevedoring Co KSCC,Industrials,Transportation Infrastructure
Kuwait,ALG.KW,Ali Al-Ghanim Sons Automotive Company KSCP,Consumer Discretionary,Specialty Retail
Kuwait,ALSAFAT.KW,Al Safat Investment Company KSCP,Financials,Financial Services
Kuwait,BAITAKREIT.KW,KFH Capital REIT,Real Estate,Diversified REITs
Kuwait,INTG.KW,Integrated Holding Company KSCC,Industrials,Trading Companies & Distributors
Kuwait,TAMI.KW,Tamdeen Investment Co KSCP,Financials,Capital Markets
Kuwait,SHCK.KW,Sokouk Holding Co KSCP,Real Estate,Real Estate Management & Development
Kuwait,KCPC.KW,Kuwait Company for Process Plant Construction and Contracting KPSC,Industrials,Construction & Engineering
Kuwait,KPPC.KW,Privatization Holding Co KPSC,Financials,Financial Services
Kuwait,AQAR.KW,Aqar Real Estate Investment Co KSCP,Real Estate,Real Estate Management & Development
Kuwait,NAPS.KW,National Petroleum Services Company KSCP,Energy,Energy Equipment & Services
Kuwait,KWRE.KW,Kuwait Reinsurance Company KSCP,Financials,Insurance
Kuwait,MRCK.KW,Metal and Recycling Co KSCP,Industrials,Commercial Services & Supplies
Kuwait,NIHK.KW,National International Holding Co KSCP,Financials,Financial Services
Kuwait,MAZA.KW,Al-Mazaya Holding Company KSCP,Real Estate,Real Estate Management & Development
Kuwait,INJA.KW,Injazzat Real Estate Development Co KSCP,Real Estate,Real Estate Management & Development
Kuwait,BAYK.KW,Bayan Investment Holding Co KSCP,Financials,Capital Markets
Kuwait,KAMC.KW,Kamco Investment Company KSCP,Financials,Capital Markets
Kuwait,NIBM.KW,National Industries Co KPSC,Materials,Construction Materials
Kuwait,WETH.KW,Wethaq Takaful Insurance Co KCSP,Financials,Insurance
Kuwait,FTIK.KW,First Takaful Insurance Company KPSC,Financials,Insurance
Kuwait,EQUI.KW,Equipment Holding Co KSCP,Industrials,Construction & Engineering
Kuwait,BURG.KW,Burgan Bank KPSC,Financials,Banks
Kuwait,CBKK.KW,Commercial Bank of Kuwait KPSC,Financials,Banks
Kuwait,KINV.KW,Kuwait Investment Company KSCP,Financials,Capital Markets
Kuwait,ENER.KW,Energy House Holding Company KSCP,Energy,"Oil, Gas & Consumable Fuels"
Kuwait,UREK.KW,United Real Estate Company KSCP,Real Estate,Real Estate Management & Development
Kuwait,AINS.KW,Al Ahleia Insurance Co SAKP,Financials,Insurance
Kuwait,ACIC.KW,ACICO Industries Company KSCP,Materials,Construction Materials
Kuwait,AREC.KW,Ajial Real Estate Entertainment Co KSCP,Real Estate,Real Estate Management & Development
Kuwait,ARAB.KW,Al-Arabiya Real Estate Co KSCP,Real Estate,Real Estate Management & Development
Kuwait,OORE.KW,National Mobile Telecommunications Co KSCP,Communication Services,Wireless Telecommunication Services
Kuwait,SCFK.KW,Sultan Center Food Products Company K.S.C.(Public),Consumer Staples,Consumer Staples Distribution & Retail
Kuwait,BPCC.KW,Boubyan Petrochemical Company KSCP,Materials,Chemicals
Kuwait,COAS.KW,Coast Investment & Development Company KSCP,Financials,Capital Markets
Kuwait,FACI.KW,Commercial Facilities Company SAK,Financials,Consumer Finance
Kuwait,CABL.KW,Gulf Cables and Electrical Industries Group Co KSCP,Industrials,Electrical Equipment
Kuwait,GINS.KW,Gulf Insurance Group KSCP,Financials,Insurance
Kuwait,IPGK.KW,Independent Petroleum Group KSCP,Energy,"Oil, Gas & Consumable Fuels"
Kuwait,KGLK.KW,Kuwait and Gulf Link Transport Company KPSC,Industrials,Transportation Infrastructure
Kuwait,KMEF.KW,Kuwait and Middle East Financial Investment Company KSCP,Financials,Capital Markets
Kuwait,KCEM.KW,Kuwait Cement Company KPSC,Materials,Construction Materials
Kuwait,SENE.KW,Senergy Holding Company KSCP,Energy,Energy Equipment & Services
Kuwait,KFH.KW,Kuwait Finance House KSCP,Financials,Banks
Kuwait,MARKZ.KW,Kuwait Financial Centre KPSC,Financials,Capital Markets
Kuwait,KFDC.KW,Kuwait Foundry Co. ( S.A.K ),Materials,Metals & Mining
Kuwait,KHOT.KW,Kuwait Hotels Co KPSC,Consumer Discretionary,"Hotels, Restaurants & Leisure"
Kuwait,KINS.KW,Kuwait Insurance Company SAKP,Financials,Insurance
Kuwait,KPRO.KW,Kuwait Projects Company Holding KSCP,Financials,Banks
Kuwait,KCIN.KW,Kuwait National Cinema Company KPSC,Communication Services,Entertainment
Kuwait,KIBK.KW,Kuwait International Bank KSCP,Financials,Banks
Kuwait,SHIP.KW,Heavy Engineering Industries and Shipbuilding Company KSCP,Energy,Energy Equipment & Services
Kuwait,CATT.KW,Livestock Transport & Trading Company KPSC,Consumer Staples,Consumer Staples Distribution & Retail
Kuwait,ZAIN.KW,Mobile Telecommunications Company KSCP,Communication Services,Wireless Telecommunication Services
Kuwait,CLEA.KW,National Cleaning Co (KSCP),Industrials,Commercial Services & Supplies
Kuwait,NINV.KW,National Investments Co KSCP,Financials,Financial Services
Kuwait,NREK.KW,National Real Estate Company KPSC,Real Estate,Real Estate Management & Development
Kuwait,SREK.KW,Salhia Real Estate Co KSCP,Real Estate,Real Estate Management & Development
Kuwait,PAPE.KW,Shuaiba Industrial Company KPSC,Materials,Containers & Packaging
Kuwait,TAMK.KW,Tamdeen Real Estate Co KPSC,Real Estate,Real Estate Management & Development
Kuwait,KREK.KW,Kuwait Real Estate Company KPSC,Real Estate,Real Estate Management & Development
Kuwait,WINSRE.KW,Warba Insurance and Reinsurance Company KSCP,Financials,Insurance
Kuwait,ABKK.KW,Al Ahli Bank of Kuwait KSCP,Financials,Banks
Kuwait,AGHC.KW,Arabi Group Holdings KSCP,Industrials,Industrial Conglomerates
Kuwait,ENMA.KW,Al-Enmaa Real Estate Company KSCP,Real Estate,Real Estate Management & Development
Kuwait,GBKK.KW,Gulf Bank KSCP,Financials,Banks
Kuwait,IFIN.KW,International Financial Advisers Holding KPSC,Financials,Capital Markets
Kuwait,NBKK.KW,National Bank of Kuwait SAKP,Financials,Banks
Kuwait,PCEM.KW,Kuwait Portland Cement Co KPSC,Industrials,Trading Companies & Distributors
Kuwait,SECH.KW,Securities House KSCP,Financials,Capital Markets
Kuwait,NIND.KW,National Industries Group Holding KPSC,Industrials,Industrial Conglomerates
Kuwait,AGLT.KW,Agility Public Warehousing Company KSCP,Industrials,Air Freight & Logistics
Kuwait,AAYA.KW,Aayan Leasing and Investment Company KSCP,Financials,Financial Services
Kuwait,ARZA.KW,Arzan Financial Group for Financing and Investment KSPC,Financials,Consumer Finance
Kuwait,OSUL.KW,Osoul Investment Co KSCP,Financials,Capital Markets
Kuwait,MABK.KW,Mabanee Company KPSC,Real Estate,Real Estate Management & Development
Kuwait,ALKK.KW,Al Kout Industrial Projects Company KPSC,Materials,Chemicals
Kuwait,ASCK.KW,Automated Systems Company KPSC,Information Technology,IT Services
Kuwait,TAHS.KW,Credit Rating and Collection Co KSCP,Financials,Financial Services
Kuwait,GIHK.KW,Gulf Investment House KPSC,Financials,Capital Markets
Kuwait,OLAK.KW,First Investment Co KSCP,Financials,Capital Markets
Kuwait,SANK.KW,Sanam Real Estate Company KSCP,Real Estate,Real Estate Management & Development
Kuwait,GFCI.KW,Gulf Franchising Holding Co KSCP,Industrials,Commercial Services & Supplies
Kuwait,UNIC.KW,UniCap Investment and Finance Co KSCP,Financials,Capital Markets
Kuwait,AYRE.KW,Aayan Real Estate Company KSCP,Real Estate,Real Estate Management & Development
Kuwait,HUMN.KW,Humansoft Holding Company KSCP,Consumer Discretionary,Diversified Consumer Services
Kuwait,TIJK.KW,Commercial Real Estate Co KPSC,Real Estate,Real Estate Management & Development
Kuwait,BOUK.KW,Boubyan Bank KSCP,Financials,Banks
Kuwait,ALAQ.KW,Kuwait Real Estate Holding Company KPSC,Real Estate,Real Estate Management & Development
Kuwait,PAPK.KW,Palms Agro Production Co KSCP,Consumer Staples,Food Products
Kuwait,TIJA.KW,Tijara & Real Estate Investment Co KSCP,Real Estate,Real Estate Management & Development
Kuwait,MADR.KW,Al Madar Finance and Investment Co KSCP,Real Estate,Real Estate Management & Development
Kuwait,NOOR.KW,Noor Financial Investment Co KPSC,Financials,Capital Markets
Kuwait,DEER.KW,Al-Deera Holding Company KPSC,Financials,Capital Markets
Kuwait,KFSK.KW,KFIC Invest Company KSCP,Financials,Consumer Finance
Kuwait,ABAR.KW,Burgan for Well Drilling Trading and Maintenance KSCP,Energy,Energy Equipment & Services
Kuwait,EKTT.KW,Ekttitab Holding Company KSCP,Financials,Capital Markets
Kuwait,IFAH.KW,IFA Hotels and Resorts Co KPSC,Consumer Discretionary,"Hotels, Restaurants & Leisure"
Kuwait,CGCK.KW,Combined Group Contracting Company KSCP,Industrials,Construction & Engineering
Kuwait,UPAC.KW,United Projects for Aviation Services Co KSCP,Industrials,Transportation Infrastructure
Kuwait,NCCI.KW,National Consumer Holding Company KSCP,Industrials,Industrial Conglomerates
Kuwait,MASH.KW,Mashaer Holding Co KSCP,Real Estate,Real Estate Management & Development
Kuwait,ARKK.KW,Arkan Al Kuwait Real Estate Company KSCP,Real Estate,Real Estate Management & Development
Kuwait,OULA.KW,Oula Fuel Marketing Co KSCP,Consumer Discretionary,Specialty Retail
Kuwait,ARGK.KW,Al Argan International Real Estate Company KSCP,Real Estate,Real Estate Management & Development
Kuwait,OSOS.KW,Osos Holding Group Company KSC,Real Estate,Real Estate Management & Development
Kuwait,MBRD.KW,Mubarrad Holding Co KSCP,Real Estate,Real Estate Management & Development
Kuwait,ATCK.KW,Advanced Technology Co KSCP,Health Care,Health Care Providers & Services
Kuwait,HAYK.KW,Hayat Communications Co KSCP,Industrials,Construction & Engineering
Kuwait,MUNK.KW,Kuwait Resorts Company KPSC,Consumer Discretionary,"Hotels, Restaurants & Leisure"
Kuwait,JAZK.KW,Jazeera Airways Co KSCP,Industrials,Passenger Airlines
Kuwait,MUNS.KW,Munshaat Real Estate Projects Company KSCP,Real Estate,Real Estate Management & Development
Kuwait,EMIRATES.KW,Kuwait Emirates Holding Company KSCP,Financials,Financial Services
Kuwait,MENK.KW,Mena Real Estate Co KSCP,Real Estate,Real Estate Management & Development
Kuwait,SOOR.KW,Al Soor Fuel Marketing Company KSCP,Consumer Discretionary,Specialty Retail
Kuwait,KBTK.KW,Kuwait Business Town Real Estate Co KPSC,Real Estate,Real Estate Management & Development
Kuwait,KIDK.KW,Future Kid Entertainement and Real Estate Company KSCP,Consumer Discretionary,"Hotels, Restaurants & Leisure"
Kuwait,MANK.KW,Manazel Holding Company KSCP,Real Estate,Real Estate Management & Development
Kuwait,ASIYA.KW,Asiya Capital Investments Company KSCP,Financials,Capital Markets
Kuwait,RASI.KW,Rasiyat Holding Co KPSC,Financials,Capital Markets
Kuwait,BEYOUT.KW,Beyout Investment Group Holding Company K.S.C.P,Industrials,Professional Services
Oman,ORDS.OM,Omani Qatari Telecommunications Company SAOG,Communication Services,Wireless Telecommunication Services
Oman,SMNP.OM,SMN Power Holding SAOG,Utilities,Independent Power and Renewable Electricity Producers
Oman,BKNZ.OM,Bank Nizwa SAOG,Financials,Banks
Oman,SUWP.OM,Al Suwadi Power Company SAOG,Utilities,Independent Power and Renewable Electricity Producers
Oman,BATP.OM,Al Batinah Power Company SAOG,Utilities,Independent Power and Renewable Electricity Producers
Oman,SHRQ.OM,Sharqiyah Desalination Company SAOG,Utilities,Water Utilities
Oman,TAOI.OM,Takaful Oman Insurance SAOG,Financials,Insurance
Oman,SSPW.OM,Sembcorp Salalah Power and Water Company SAOG,Utilities,Independent Power and Renewable Electricity Producers
Oman,AMAT.OM,Al Madina Insurance Company SAOG,Financials,Insurance
Oman,AMCI.OM,Al Maha CeramicsCo SAOG,Industrials,Building Products
Oman,PHPC.OM,Phoenix Power Co SAOG,Utilities,Independent Power and Renewable Electricity Producers
Oman,AFIC.OM,Arabia Falcon Insurance Company SAOC,Financials,Insurance
Oman,OQIC.OM,Oman Qatar Insurance Company SAOG,Financials,Insurance
Oman,LIVA.OM,Liva Group SAOG,Financials,Insurance
Oman,DGEN.OM,Dhofar Generating Company SAOG,Utilities,Independent Power and Renewable Electricity Producers
Oman,MSPW.OM,Musandam Power Company SAOG,Utilities,Independent Power and Renewable Electricity Producers
Oman,IPO-SPS.OM,SV Pittie Sohar Textiles FZC LLC,,
Oman,AMAN.OM,Aman Real Estate Investment Fund,,
Oman,OMRF.OM,OMAN REIT FUND,,
Oman,PRFD.OM,The Pearl REIF,,
Oman,ABRJ.OM,Abraj Energy Services SAOG,Energy,Energy Equipment & Services
Oman,JREF.OM,JABAL REIF,,
Oman,EVGF.OM,Epicure Vision GCC Growth Fund,,
Oman,BRDE.OM,Barka Desalination Company SAOG,Utilities,Water Utilities
Oman,ORIC.OM,Oman Reinsurance Company SAOC,Financials,Insurance
Oman,OAB.OM,Oman Arab Bank SAOG,Financials,Banks
Oman,MCDE.OM,Muscat City Desalination Company SAOG,Utilities,Water Utilities
Oman,OIFC.OM,Oman Investment & Finance Co SAOG,Industrials,Commercial Services & Supplies
Oman,HECI.OM,Al Hassan Engineering Co SAOG,Industrials,Construction & Engineering
Oman,GMPI.OM,Gulf Mushroom Products SAOG Co,Consumer Staples,Food Products
Oman,MGCI.OM,Majan Glass Co SAOG,Materials,Containers & Packaging
Oman,GICI.OM,Gulf International Chemicals SAOG,Materials,Chemicals
Oman,DBIH.OM,Al Batinah Development and Investment Holding Co SAOG,Financials,Capital Markets
Oman,ATMI.OM,Al Jazeera Steel Products Company SAOG,Materials,Metals & Mining
Oman,OIMS.OM,Oman International Marketing Company SAOG,Financials,Capital Markets
Oman,OOMS.OM,Oman Oil Marketing Co SAOG,Energy,"Oil, Gas & Consumable Fuels"
Oman,AKPI.OM,Gulf Plastic Industries SAOG Co,,
Oman,NRED.OM,National Real Estate Development and Investment Co SAOG,Real Estate,Real Estate Management & Development
Oman,SPSI.OM,Salalah Port Services Company SAOG,Industrials,Transportation Infrastructure
Oman,OEFI.OM,Omani Euro Food Industries SAOG,Consumer Staples,Food Products
Oman,OMCI.OM,Oman Ceramics Co SAOG,Industrials,Building Products
Oman,DICS.OM,Dhofar Insurance Company SAOG,Financials,Insurance
Oman,SFMI.OM,Salalah Mills Company SAOG,Consumer Staples,Food Products
Oman,OPCI.OM,Omani Packaging Company SAOG,Materials,Containers & Packaging
Oman,ABMI.OM,Abrasives Manufacturing Co SAOG,Industrials,Machinery
Oman,DTCS.OM,Dhofar Tourism Company SAOG,Consumer Discretionary,"Hotels, Restaurants & Leisure"
Oman,OSCI.OM,Sweets of Oman SAOG,Consumer Staples,Food Products
Oman,MGMC.OM,Muscat Gases Company SAOG,Energy,"Oil, Gas & Consumable Fuels"
Oman,OCCI.OM,Oman Chromite Company SAOG,Materials,Metals & Mining
Oman,UBAR.OM,Ubar Hotels and Resorts Co SAOG,Consumer Discretionary,"Hotels, Restaurants & Leisure"
Oman,SPFI.OM,ASaffa Foods SAOG,Consumer Staples,Food Products
Oman,OMVS.OM,Oman International Development & Investment Company SAOG,Financials,Financial Services
Oman,DIDI.OM,Dhofar International Development and Investment Holding Company Saog,Financials,Financial Services
Oman,BKMB.OM,Bank Muscat SAOG,Financials,Banks
Oman,OUIC.OM,Oman United Insurance SAOG Co,Financials,Insurance
Oman,OFCI.OM,Oman Fisheries Company SAOG,Consumer Staples,Food Products
Oman,OFMI.OM,Oman Flour Mills Company SAOG,Consumer Staples,Food Products
Oman,RCCI.OM,Raysut Cement Company SAOG,Materials,Construction Materials
Oman,DFIN.OM,Dhofar Foods and Investment Company SAOG,Consumer Staples,Food Products
Oman,NGCI.OM,National Gas Company SAOG,Energy,"Oil, Gas & Consumable Fuels"
Oman,OCAI.OM,Oman Cables Industry SAOG,Industrials,Electrical Equipment
Oman,CSII.OM,Computer Stationery Industry SAOG,Industrials,Commercial Services & Supplies
Oman,NAPI.OM,National Aluminium Products Company SAOG,Materials,Metals & Mining
Oman,OCOI.OM,Oman Cement Company SAOG,Materials,Construction Materials
Oman,KPCS.OM,Al Kamil Power Company SAOG,Utilities,Independent Power and Renewable Electricity Producers
Oman,NBOB.OM,National Bank of Oman SAOG,Financials,Banks
Oman,BWPC.OM,Barka Water and Power Company SAOG,Utilities,Multi-Utilities
Oman,CMII.OM,Construction Materials Industries SAOG,Materials,Construction Materials
Oman,MFCI.OM,Muscat Finance SAOG,Financials,Consumer Finance
Oman,BKSB.OM,Sohar International Bank SAOG,Financials,Banks
Oman,SIHC.OM,ASharqiya Investment Holding SAOG Co,Financials,Financial Services
Oman,AAIC.OM,Al Anwar Investments SAOG,Financials,Capital Markets
Oman,AMII.OM,Al Madina Investment Holding SAOG,Financials,Financial Services
Oman,BKDB.OM,Bank Dhofar SAOG,Financials,Banks
Oman,ABOB.OM,Ahli Bank SAOG,Financials,Banks
Oman,UFCI.OM,United Finance Co SAOG,Financials,Financial Services
Oman,OETI.OM,Oman Education and Training Investment Company SAOG,Consumer Discretionary,Diversified Consumer Services
Oman,GSCI.OM,Gulf Stone Company SAOG,Industrials,Building Products
Oman,BACS.OM,Majan College SAOG,Consumer Discretionary,Diversified Consumer Services
Oman,BAHS.OM,Al Batinah Hotels Company SAOG,Consumer Discretionary,"Hotels, Restaurants & Leisure"
Oman,NBII.OM,National Biscuit Industries Ltd SAOG,Consumer Staples,Food Products
Oman,AJSS.OM,Al Jazeira Services Company SAOG,Industrials,Commercial Services & Supplies
Oman,MTMI.OM,Muscat Thread Mills SAOG,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
Oman,DPCI.OM,Dhofar Poultry Co SAOG,Consumer Staples,Food Products
Oman,ORCI.OM,Oman Refreshment Company SAOG,Consumer Staples,Beverages
Oman,ONES.OM,Oman National Engineering & Investment Co SAOG,Industrials,Construction & Engineering
Oman,MCTI.OM,Muscat Insurance Company SAOG,Financials,Insurance
Oman,GFIC.OM,Global Financial Investments Holding SAOG,Financials,Capital Markets
Oman,HMCI.OM,Hotels Management International Company SAOG,Consumer Discretionary,"Hotels, Restaurants & Leisure"
Oman,OCHL.OM,Oman Chlorine SAOG,Materials,Chemicals
Oman,DBCI.OM,Dhofar Beverage SAOG Co,Consumer Staples,Beverages
Oman,FSCI.OM,Financial Services SAOG Co,Financials,Capital Markets
Oman,TFCI.OM,Taageer Finance Co SAOG,Financials,Consumer Finance
Oman,NDTI.OM,National Detergent Co SAOG,Consumer Staples,Household Products
Oman,RNSS.OM,Renaissance Services SAOG,Industrials,Commercial Services & Supplies
Oman,SAHS.OM,Sahara Hospitality Co SAOG,Real Estate,Real Estate Management & Development
Oman,NFCI.OM,National Finance Company SAOG,Financials,Consumer Finance
Oman,AFAI.OM,Al Fajar Al Alamia Company SAOG,Materials,Chemicals
Oman,NHIS.OM,National Hospitality Institute SAOG,Consumer Discretionary,Diversified Consumer Services
Oman,AOFS.OM,Al Omaniya Financial Services (SAOG),Financials,Consumer Finance
Oman,SOMS.OM,Shell Oman Marketing Company SAOG,Energy,"Oil, Gas & Consumable Fuels"
Oman,FINC.OM,Financial Corporation SAOG Co,Financials,Capital Markets
Oman,ABHS.OM,Al Buraimi Hotel Company SAOG,Consumer Discretionary,"Hotels, Restaurants & Leisure"
Oman,SHPS.OM,Sohar Power Company SAOG,Utilities,Independent Power and Renewable Electricity Producers
Oman,MHAS.OM,Al Maha Petroleum Products Marketing Company SAOG,Energy,"Oil, Gas & Consumable Fuels"
Oman,AACT.OM,Al Anwar Ceramic Tiles SAOG Co,Industrials,Building Products
Oman,OTEL.OM,Oman Telecommunications Company SAOG,Communication Services,Diversified Telecommunication Services
Oman,GECS.OM,Galfar Engineering and Contracting SAOG,Industrials,Construction & Engineering
Oman,NMWI.OM,National Mineral Water Company SAOG,Consumer Staples,Beverages
Oman,VOES.OM,Voltamp Energy SAOG,Industrials,Electrical Equipment
Oman,DMGI.OM,Al Oula Company SAOG,Materials,Construction Materials
Oman,OEIO.OM,Oman and Emirates Investment Holding Company SAOG,Financials,Financial Services
Oman,GHOS.OM,Gulf Hotels (Oman) Company Ltd SAOG,Consumer Discretionary,"Hotels, Restaurants & Leisure"
Oman,OQGN.OM,OQ Gas Networks SAOC,Energy,"Oil, Gas & Consumable Fuels"
Oman,OQEP.OM,OQ Exploration and Production SAOG,Energy,"Oil, Gas & Consumable Fuels"
Oman,OQBI.OM,OQ Base Industries (SFZ) SAOG,Materials,Chemicals
Qatar,MRDS.QA,Mazaya Real Estate Development QPSC,Real Estate,Real Estate Management & Development
Qatar,MPHC.QA,Mesaieed Petrochemical Holding Company QPSC,Materials,Chemicals
Qatar,QFBQ.QA,Lesha Bank LLC (Public),Financials,Banks
Qatar,IGRD.QA,Estithmar Holding QPSC,Industrials,Construction & Engineering
Qatar,QAMC.QA,Qatar Aluminum Manufacturing Company QPSC,Materials,Metals & Mining
Qatar,QLMI.QA,QLM Life & Medical Insurance Company QPSC,Financials,Insurance
Qatar,MEZA.QA,Meeza Qstp-Llc Public,Information Technology,IT Services
Qatar,MKDM.QA,Mekdam Holding Group QPSC,Industrials,Industrial Conglomerates
Qatar,FALH.QA,Al Faleh Educational Holding Company Q.P.S.C,Consumer Discretionary,Diversified Consumer Services
Qatar,BLDN.QA,Baladna QPSC,Consumer Staples,Food Products
Qatar,QIIC.QA,Qatar Islamic Insurance Company QPSC,Financials,Insurance
Qatar,SALM.QA,Salam International Investment QPSC,Financials,Financial Services
Qatar,MCGS.QA,Medicare Group QPSC,Health Care,Health Care Providers & Services
Qatar,QGIR.QA,Qatar General Insurance & Reinsurance Company QPSC,Financials,Insurance
Qatar,QANC.QA,Qatar National Cement Company QPSC,Materials,Construction Materials
Qatar,QFLS.QA,Qatar Fuel Company QPSC,Energy,"Oil, Gas & Consumable Fuels"
Qatar,QGTS.QA,Qatar Gas Transport Nakilat Qpsc Co Ltd,Energy,"Oil, Gas & Consumable Fuels"
Qatar,IQCD.QA,Industries Qatar QPSC,Industrials,Industrial Conglomerates
Qatar,COMB.QA,Commercial Bank PSQC,Financials,Banks
Qatar,UDCD.QA,United Development Company QPSC,Real Estate,Real Estate Management & Development
Qatar,DICO.QA,Doha Insurance Group QPSC,Financials,Insurance
Qatar,DOBK.QA,Doha Bank QPSC,Financials,Banks
Qatar,QNBK.QA,Qatar National Bank QPSC,Financials,Banks
Qatar,QINS.QA,Qatar Insurance Company QSPC,Financials,Insurance
Qatar,QCFD.QA,Qatar Cinema and Film Distribution Co QPSC,Communication Services,Entertainment
Qatar,QEWC.QA,Qatar Electricity and Water Company QPSC,Utilities,Multi-Utilities
Qatar,KINS.QA,Al Khaleej Takaful Insurance Company QPSC,Financials,Insurance
Qatar,QIGD.QA,Qatari Investors Group QPSC,Materials,Construction Materials
Qatar,MARK.QA,Masraf Al Rayan QPSC,Financials,Banks
Qatar,GWCS.QA,Gulf Warehousing Company QPSC,Industrials,Air Freight & Logistics
